order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
1996596,30414,train,4,0,12,1
73874,30416,train,19,2,10,9
1372847,30417,train,4,2,19,30
404993,30418,train,39,0,13,1
2617610,30419,train,6,0,16,2
920922,30421,train,39,2,11,30
2048987,30422,train,7,5,21,30
1919935,30423,train,14,1,14,16
1217252,30425,train,42,1,6,16
1369182,30427,train,12,0,11,1
2010244,30430,train,11,2,10,8
1834969,30431,train,20,5,11,4
1857531,30433,train,7,0,7,22
1599929,30434,train,69,4,15,2
638528,30435,train,19,4,1,9
3309081,30436,train,6,3,16,30
1493957,30437,train,4,5,10,7
2656754,30438,train,7,5,18,4
795403,30439,train,28,5,16,11
2327954,30441,train,37,6,16,13
2505459,30444,train,16,4,14,30
2348014,30445,train,32,3,15,9
2641056,30446,train,15,2,14,25
1601625,30447,train,4,1,16,30
567618,30450,train,10,5,9,4
1167535,30451,train,16,0,15,4
1859597,30452,train,4,0,9,21
2659583,30453,train,9,1,21,30
3327210,30454,train,9,2,16,17
1756049,30456,train,4,0,17,22
1069496,30458,train,7,6,17,12
2210820,30461,train,13,5,15,7
2002734,30462,train,4,0,10,28
2935621,30463,train,4,2,10,30
1827812,30464,train,6,5,12,30
1878856,30466,train,15,6,15,0
3383047,30467,train,15,0,9,22
376290,30468,train,17,0,10,14
407403,30469,train,4,1,8,30
2676863,30471,train,7,5,18,30
1044543,30472,train,4,0,16,14
2352435,30475,train,6,4,14,30
2965304,30476,train,7,3,8,3
2232173,30478,train,55,5,9,10
2403482,30479,train,36,1,18,7
3037861,30480,train,8,0,12,30
2114914,30481,train,6,5,20,30
97584,30482,train,57,5,12,2
2667015,30483,train,5,0,22,30
2284631,30484,train,11,4,14,14
591985,30485,train,21,0,18,7
1376791,30487,train,10,5,21,30
448148,30489,train,18,4,11,2
1279341,30491,train,15,1,11,15
3333997,30492,train,21,5,8,18
166500,30493,train,31,0,0,2
1844609,30494,train,9,6,16,3
424294,30497,train,15,5,10,27
1513038,30498,train,7,0,15,20
2998130,30500,train,59,4,10,3
2091941,30501,train,6,0,17,11
635155,30502,train,28,1,8,15
2750678,30503,train,13,5,16,13
2047792,30505,train,5,0,9,30
3045718,30506,train,10,0,13,28
1530561,30507,train,6,4,19,1
1881250,30512,train,8,3,17,17
3198028,30517,train,21,0,13,14
2646128,30518,train,15,5,14,11
2216743,30519,train,13,3,20,8
836955,30521,train,5,2,9,30
199683,30523,train,21,6,16,21
2792846,30524,train,5,6,23,30
3364384,30525,train,9,3,18,30
1638822,30527,train,61,6,10,1
1129423,30529,train,6,5,15,5
185555,30530,train,11,5,18,13
2664478,30534,train,17,6,17,13
3218396,30537,train,19,3,15,30
709380,30538,train,8,2,18,25
2479574,30539,train,12,0,16,11
839743,30542,train,15,2,8,30
3052448,30543,train,6,5,18,11
213090,30544,train,4,3,12,30
3119060,30545,train,17,5,10,21
3250107,30547,train,14,0,17,7
1150373,30549,train,4,0,14,30
3033769,30550,train,9,6,5,19
483510,30552,train,4,0,16,30
2782673,30554,train,64,6,19,4
2486163,30556,train,4,3,17,30
187423,30557,train,4,3,17,30
1213525,30559,train,49,2,11,4
2605310,30560,train,4,1,14,30
1258432,30564,train,53,2,17,9
1093759,30565,train,22,5,12,9
1443222,30567,train,9,6,17,20
1067328,30568,train,24,0,13,7
3013297,30570,train,8,1,10,7
1677937,30573,train,8,3,0,30
855236,30574,train,26,0,17,23
2377953,30575,train,21,0,20,30
732056,30577,train,5,3,11,30
1670384,30578,train,17,4,10,30
322882,30579,train,10,5,9,13
850765,30581,train,6,0,19,30
2193698,30583,train,4,5,16,30
2018313,30584,train,9,2,10,25
1379327,30585,train,4,0,9,30
2337223,30586,train,4,6,17,28
3417658,30587,train,35,0,15,15
2650789,30589,train,9,6,11,21
689691,30590,train,19,6,18,29
1103138,30593,train,81,5,13,2
1887632,30594,train,51,2,7,9
2669323,30596,train,13,6,9,8
3094242,30597,train,12,1,15,22
2301081,30598,train,4,5,15,30
3342831,30600,train,5,3,20,30
756245,30601,train,13,2,18,30
1555565,30602,train,23,1,22,30
2735531,30603,train,6,3,14,7
3222608,30607,train,19,1,16,19
3238423,30608,train,46,1,9,30
3202085,30610,train,11,0,8,30
373322,30611,train,24,1,16,13
1035398,30612,train,10,1,12,30
966611,30613,train,18,5,13,17
956986,30614,train,53,5,11,5
1418739,30616,train,55,1,15,0
1912642,30618,train,19,1,9,11
1868996,30620,train,13,6,0,8
245665,30622,train,5,0,18,30
2553995,30623,train,17,1,11,8
1497326,30629,train,7,6,11,7
2481013,30630,train,22,0,19,19
1922598,30631,train,9,2,7,19
3335318,30633,train,64,2,6,1
2445916,30634,train,14,5,0,12
382032,30635,train,4,1,17,15
525784,30636,train,6,5,8,30
1831048,30637,train,16,6,12,9
2623987,30639,train,19,6,11,13
663262,30643,train,4,2,13,30
3009729,30644,train,20,5,9,28
1116308,30646,train,4,5,15,11
957399,30647,train,7,1,13,30
3092985,30649,train,14,0,11,14
1808138,30652,train,10,0,23,25
115270,30656,train,7,1,16,1
2427495,30657,train,8,0,11,8
2225247,30659,train,8,5,12,2
2386517,30662,train,16,1,11,7
622740,30663,train,11,5,15,5
2782655,30667,train,5,5,8,12
3087733,30668,train,15,3,19,10
2011203,30669,train,4,5,13,30
448436,30670,train,40,3,16,5
1312423,30674,train,4,4,13,30
67629,30675,train,18,3,4,11
3089684,30678,train,11,6,15,6
1055108,30680,train,12,1,7,19
3117853,30686,train,100,1,11,3
322574,30687,train,37,1,15,12
322372,30689,train,4,2,19,22
169335,30690,train,13,1,8,10
1467936,30692,train,9,5,14,30
2978393,30693,train,6,0,13,27
313662,30694,train,35,2,17,4
2511939,30695,train,50,3,12,19
302558,30696,train,31,0,8,7
378961,30697,train,4,3,19,13
1391090,30698,train,25,0,8,7
1544607,30701,train,18,1,17,30
237743,30703,train,14,3,14,9
2283981,30704,train,67,6,10,4
2449335,30705,train,32,0,10,7
735866,30709,train,14,6,14,19
2612626,30710,train,15,0,11,28
2989772,30711,train,19,6,18,30
2877963,30712,train,8,0,15,28
930733,30714,train,32,0,9,8
318223,30715,train,29,5,16,30
2612596,30716,train,16,4,15,4
840168,30717,train,6,6,18,2
1633938,30719,train,6,6,15,30
1327717,30723,train,21,6,10,17
1223973,30724,train,10,5,18,13
2862494,30725,train,27,0,12,7
1080147,30726,train,12,5,12,30
2822960,30727,train,5,5,10,1
469605,30728,train,30,5,19,30
2656907,30729,train,4,2,17,30
2786754,30731,train,28,0,18,8
394961,30732,train,14,0,11,30
1445102,30733,train,5,4,7,1
659995,30734,train,6,3,12,22
146907,30737,train,87,6,9,2
1202919,30739,train,23,0,15,22
977806,30741,train,24,2,9,21
561728,30742,train,11,0,5,30
3189646,30743,train,7,0,14,8
1641919,30744,train,9,2,17,15
3340631,30746,train,40,5,10,12
963370,30747,train,18,4,9,7
1956066,30748,train,17,4,19,18
1599786,30749,train,27,6,21,4
2989158,30750,train,11,4,12,2
1852555,30752,train,62,1,13,13
288333,30754,train,11,5,19,13
986438,30755,train,6,5,17,21
1021731,30756,train,9,6,9,27
2738734,30757,train,16,0,12,6
2741194,30758,train,46,0,22,7
114044,30759,train,14,0,18,10
2238043,30761,train,23,3,13,7
2675121,30764,train,45,6,15,5
1761797,30766,train,13,5,12,15
2251296,30767,train,6,5,16,8
1832778,30768,train,5,2,20,30
732573,30770,train,16,2,10,6
2256940,30771,train,13,2,19,6
2695456,30772,train,18,0,15,30
852543,30774,train,20,6,15,30
1588533,30775,train,5,0,22,30
3402698,30776,train,49,3,17,3
2707141,30777,train,31,1,12,7
525661,30778,train,11,2,9,30
2667865,30781,train,23,6,14,21
3081513,30782,train,5,0,11,30
1604927,30783,train,8,6,7,30
2771785,30785,train,9,0,12,27
2597341,30787,train,31,4,11,10
2116072,30789,train,11,4,10,30
2923436,30791,train,15,2,19,30
581931,30792,train,8,1,12,30
856908,30793,train,14,5,8,27
3186528,30794,train,7,5,13,28
3183646,30795,train,4,6,16,5
1413988,30796,train,4,6,15,30
1463263,30797,train,15,0,14,30
1003564,30798,train,56,6,12,3
2777237,30799,train,5,4,19,30
1943837,30800,train,12,1,22,18
552512,30801,train,16,6,16,30
1185539,30802,train,12,2,19,4
541612,30803,train,5,0,18,30
3350027,30804,train,15,2,13,20
1569245,30805,train,4,5,11,0
623187,30807,train,5,2,9,8
2747311,30808,train,16,1,13,16
2280099,30809,train,10,2,14,30
83032,30810,train,4,6,10,23
1738242,30812,train,6,0,23,30
3015564,30813,train,5,2,3,21
3191885,30814,train,25,0,14,16
2712249,30817,train,5,6,15,30
2327916,30819,train,10,6,14,9
3038016,30820,train,6,0,11,30
1530507,30821,train,47,0,11,7
1360042,30822,train,35,4,10,4
2312506,30823,train,13,4,16,30
2769986,30824,train,18,3,15,3
7916,30825,train,4,5,12,22
2272298,30828,train,13,1,15,4
977497,30829,train,6,0,15,30
315535,30830,train,12,2,8,22
2117324,30831,train,9,4,7,30
1770014,30832,train,6,4,8,21
3251485,30833,train,4,3,19,16
2628968,30835,train,4,5,17,0
1372918,30836,train,18,3,11,30
1330745,30837,train,5,5,8,9
2676239,30839,train,6,0,20,16
1107067,30841,train,8,6,10,30
3093508,30842,train,30,6,16,14
998896,30844,train,18,4,18,15
1360711,30845,train,43,1,11,13
1542443,30847,train,14,4,22,8
2396236,30848,train,18,2,8,25
2633004,30849,train,10,2,13,5
1922878,30850,train,26,6,15,15
232454,30851,train,7,2,12,30
2870282,30857,train,4,3,13,30
2046264,30858,train,22,1,7,30
2945313,30859,train,7,0,21,30
354751,30862,train,4,0,11,30
2080735,30864,train,11,3,9,30
2551452,30865,train,13,2,15,7
597218,30866,train,5,2,9,16
1226410,30867,train,10,1,11,30
2069106,30869,train,6,5,16,8
246513,30870,train,11,5,11,4
2292317,30871,train,12,1,16,7
3147839,30873,train,100,5,6,2
2317513,30876,train,36,1,12,9
2887390,30877,train,46,0,12,9
202679,30878,train,11,0,8,4
548017,30879,train,4,1,10,30
3186647,30884,train,16,0,9,7
607787,30885,train,33,4,10,7
2486792,30886,train,4,5,16,30
3111042,30887,train,21,6,12,30
2891043,30889,train,14,2,7,11
195913,30890,train,6,2,15,30
1851037,30895,train,16,6,11,13
1586747,30896,train,7,2,15,12
1109309,30902,train,20,5,12,15
2175531,30903,train,19,1,8,30
1622761,30907,train,6,2,8,8
2880126,30911,train,11,4,17,30
409834,30912,train,9,0,9,10
1670756,30913,train,4,1,12,11
2664766,30915,train,6,2,10,30
3024433,30916,train,19,3,1,9
1843315,30917,train,7,6,7,19
1703367,30919,train,4,0,12,30
310500,30920,train,5,4,17,1
2028556,30921,train,25,6,18,4
2841814,30922,train,15,4,12,4
435840,30924,train,4,0,18,14
1334010,30925,train,20,3,11,2
1767306,30929,train,11,6,8,30
1684940,30931,train,4,2,12,1
2934406,30932,train,5,3,18,30
524914,30934,train,7,5,9,30
1302092,30935,train,6,0,14,14
1915835,30936,train,14,0,10,30
2455747,30939,train,6,0,15,30
1118552,30940,train,10,0,10,14
397586,30941,train,19,3,20,5
3258018,30942,train,6,6,10,14
1897000,30943,train,22,4,9,22
2798446,30944,train,20,2,17,6
1241697,30945,train,8,1,12,7
121759,30946,train,4,5,14,30
60322,30947,train,57,2,11,1
462863,30948,train,26,5,12,14
1930287,30950,train,20,4,11,5
1490020,30952,train,21,4,12,24
2324402,30953,train,9,3,17,17
55275,30954,train,7,0,16,30
1734121,30955,train,5,5,17,30
1497161,30956,train,5,5,17,2
2926254,30959,train,54,0,13,7
306612,30960,train,12,6,18,6
1518735,30963,train,7,3,11,30
1520168,30965,train,11,0,13,8
1419396,30966,train,7,6,11,3
481844,30968,train,14,5,16,5
476228,30970,train,9,5,7,14
2256171,30973,train,26,1,10,14
2487468,30974,train,34,5,9,14
2642198,30976,train,6,6,20,7
3400889,30977,train,6,6,17,7
1567145,30978,train,34,1,11,6
3150795,30979,train,8,5,21,16
721828,30980,train,12,6,12,10
144837,30981,train,22,2,1,30
1673396,30983,train,72,0,15,2
2357817,30985,train,54,2,13,6
2172221,30986,train,5,4,18,5
1149573,30987,train,19,2,21,13
3170626,30988,train,7,2,14,7
1345040,30992,train,9,6,12,23
3273471,30993,train,9,4,10,3
2488359,30994,train,15,1,8,6
1784728,30995,train,22,5,13,7
3266322,30996,train,8,0,20,7
1535856,30997,train,13,5,17,30
85811,30998,train,10,2,14,0
2038475,30999,train,15,0,11,11
2435724,31001,train,11,3,12,12
3223174,31002,train,17,1,12,3
2595678,31005,train,44,0,12,10
1087762,31006,train,7,5,13,30
804106,31008,train,5,3,9,30
3331990,31009,train,19,0,9,30
2886285,31013,train,12,1,15,17
2549727,31014,train,6,0,11,21
631580,31015,train,5,1,18,7
2850896,31016,train,10,2,14,27
2542587,31019,train,27,6,14,3
2707509,31021,train,70,6,10,4
2060411,31022,train,5,0,10,30
998716,31024,train,8,6,12,11
2886116,31025,train,4,5,14,30
1063138,31026,train,11,5,15,6
441729,31027,train,9,5,10,7
1821161,31028,train,11,1,23,30
725071,31029,train,10,0,9,30
2650540,31030,train,23,2,11,8
1014225,31032,train,28,4,13,30
2427002,31033,train,8,3,13,14
1437589,31034,train,10,2,20,16
424789,31036,train,4,1,10,30
1183375,31038,train,15,0,12,7
394664,31043,train,9,1,9,3
1079015,31044,train,8,3,15,6
2437914,31045,train,5,0,8,29
1587280,31047,train,22,6,17,9
1908570,31048,train,5,0,11,5
2088648,31049,train,14,3,14,1
1049075,31051,train,4,2,11,8
3272177,31052,train,5,0,12,30
343417,31055,train,6,0,22,20
2695870,31056,train,13,0,17,30
1806887,31057,train,60,0,16,4
1243760,31059,train,53,2,13,9
1410924,31061,train,5,1,15,7
1635650,31063,train,24,4,18,5
2231952,31064,train,5,4,9,8
2689692,31067,train,54,4,7,7
3420729,31068,train,4,4,12,27
2526631,31071,train,7,0,12,30
2016284,31072,train,7,6,17,12
586040,31073,train,6,4,7,22
1502904,31074,train,4,2,16,14
2717342,31075,train,4,5,14,19
2728366,31076,train,14,1,20,21
3370110,31078,train,5,6,13,28
173614,31079,train,52,0,10,4
3208063,31083,train,6,0,9,0
626274,31084,train,13,1,11,8
1253585,31085,train,5,3,6,30
2339918,31087,train,100,4,11,0
1950588,31088,train,5,6,22,30
3333452,31089,train,9,1,12,6
2102396,31091,train,5,5,15,3
3356557,31092,train,14,0,13,7
242750,31093,train,100,0,10,4
1121675,31094,train,6,2,17,8
958335,31095,train,5,0,22,30
2406204,31096,train,83,1,11,7
2572320,31101,train,13,1,11,28
1224226,31102,train,11,3,4,28
242553,31103,train,9,1,16,30
2813078,31105,train,7,0,13,30
543292,31106,train,37,1,5,2
249882,31107,train,29,1,10,7
2573604,31110,train,6,0,12,30
1550225,31111,train,49,5,11,11
1821586,31114,train,6,4,11,21
2029323,31115,train,11,1,19,9
824010,31116,train,25,2,12,30
368489,31117,train,13,4,12,30
820202,31120,train,24,0,17,8
3250398,31121,train,91,5,10,1
2988740,31122,train,9,1,19,30
3284784,31125,train,47,6,15,6
551448,31126,train,12,1,17,7
1391177,31127,train,55,0,10,14
782728,31128,train,6,5,15,30
165031,31129,train,8,2,20,30
2549957,31130,train,8,2,21,2
2893028,31132,train,8,2,9,3
25522,31133,train,40,4,23,7
3024018,31134,train,38,1,15,7
2060222,31136,train,20,0,9,8
2419613,31139,train,28,5,11,9
1132812,31142,train,9,1,9,16
412672,31143,train,6,2,9,15
150964,31144,train,5,5,10,11
1343494,31146,train,13,0,9,13
3027309,31147,train,5,1,18,26
985182,31149,train,38,4,9,6
2190493,31151,train,19,2,16,5
405656,31152,train,4,3,15,30
1955851,31154,train,66,4,14,2
1146266,31155,train,4,0,7,23
1735604,31156,train,65,4,20,8
85047,31160,train,11,3,0,15
651772,31161,train,51,0,3,11
5719,31162,train,10,3,15,10
456378,31164,train,14,6,10,28
1799488,31165,train,25,4,14,23
1440722,31168,train,18,3,13,30
3079108,31170,train,5,3,14,16
1638583,31171,train,18,6,11,8
1890906,31173,train,44,2,11,5
1392619,31176,train,5,0,8,22
2136262,31179,train,5,1,10,30
987457,31182,train,69,3,11,8
2553740,31183,train,18,4,14,5
1229911,31185,train,28,0,15,7
2346718,31186,train,100,0,11,2
2533229,31188,train,10,5,17,27
3419285,31190,train,9,2,17,18
3166382,31191,train,19,5,10,15
2543033,31193,train,21,0,19,21
1708574,31194,train,20,0,16,8
1182044,31197,train,13,3,14,30
163774,31199,train,9,0,19,30
330702,31201,train,5,0,14,6
615543,31202,train,5,4,14,30
809259,31205,train,10,0,17,3
512784,31210,train,14,5,8,30
3302772,31212,train,5,1,17,30
1960912,31213,train,25,6,22,17
1800825,31214,train,19,6,8,30
1943046,31215,train,14,5,10,6
2312522,31216,train,46,5,19,11
1079117,31217,train,7,0,20,18
50589,31219,train,38,0,8,4
1806618,31221,train,14,1,14,30
1027728,31222,train,8,3,8,30
3154873,31223,train,5,3,9,30
105797,31224,train,18,3,10,8
1852948,31225,train,7,1,19,30
1782281,31227,train,12,0,13,30
42368,31228,train,4,3,16,30
905109,31229,train,8,6,22,14
2219983,31230,train,7,4,8,6
329108,31231,train,9,4,20,19
2515651,31232,train,9,2,12,30
2008794,31234,train,12,0,13,19
2337247,31236,train,52,6,18,19
910875,31241,train,34,1,10,8
2820211,31243,train,4,2,9,30
2823576,31244,train,5,0,7,30
571195,31245,train,33,2,13,26
1217706,31246,train,4,6,17,30
436636,31247,train,7,1,19,18
1345588,31248,train,16,0,21,12
520548,31249,train,7,6,23,4
2839473,31250,train,16,1,10,30
489969,31251,train,4,5,19,30
1215138,31252,train,6,5,11,28
773347,31253,train,23,0,9,30
1443602,31254,train,7,4,8,30
2342630,31256,train,6,1,10,21
2844890,31257,train,18,6,23,30
2615539,31258,train,6,3,13,7
1845054,31260,train,6,5,17,12
1314707,31261,train,4,4,14,5
1897221,31262,train,6,3,19,16
1249288,31263,train,5,6,9,30
49910,31264,train,10,3,12,0
818457,31265,train,4,5,13,23
1929082,31266,train,4,5,14,30
897178,31268,train,6,2,9,26
3078295,31270,train,22,6,19,3
1322810,31272,train,4,2,9,21
142980,31273,train,8,4,18,30
1219332,31274,train,9,3,17,20
3097963,31276,train,38,2,15,11
124487,31277,train,5,4,14,4
2476127,31279,train,6,5,12,16
2505627,31280,train,16,0,20,9
3136249,31281,train,5,2,12,30
3258652,31282,train,22,1,10,14
1857747,31283,train,25,0,8,15
1575689,31285,train,10,6,4,28
1333556,31286,train,6,0,14,30
193342,31287,train,23,0,14,23
1977203,31289,train,11,1,14,13
184044,31290,train,4,4,17,2
1607121,31291,train,14,1,13,6
57792,31292,train,16,1,19,3
581705,31293,train,4,3,20,25
707132,31294,train,13,5,21,30
2741739,31297,train,21,4,11,26
2462328,31299,train,6,3,16,7
455375,31302,train,8,0,19,28
1348391,31303,train,7,1,14,0
1100765,31304,train,29,0,12,8
3052861,31305,train,8,0,12,30
2131523,31307,train,9,4,12,30
742425,31308,train,17,0,17,30
1628348,31310,train,100,2,9,0
1735743,31314,train,7,1,11,30
1622944,31315,train,12,0,18,26
2756324,31316,train,7,1,15,17
2980182,31317,train,26,0,10,17
57051,31318,train,8,5,19,11
2802836,31320,train,43,5,12,2
1652574,31321,train,16,4,14,10
1769989,31322,train,4,0,21,30
294345,31324,train,5,6,9,7
1389915,31326,train,13,6,19,26
521141,31329,train,5,1,8,30
1484545,31330,train,5,3,12,8
1669930,31331,train,14,5,21,21
1848169,31332,train,13,1,23,7
1029645,31334,train,24,1,11,16
3375952,31336,train,5,1,13,30
2295350,31337,train,6,3,13,30
2083712,31338,train,7,1,16,30
3199301,31339,train,4,0,12,30
2559640,31340,train,16,2,12,10
1990379,31342,train,15,5,12,11
3160209,31344,train,8,4,11,30
2885695,31345,train,5,6,21,30
2544520,31346,train,17,6,13,30
1823170,31350,train,6,0,23,22
77523,31351,train,6,3,15,5
935870,31352,train,16,2,15,6
1092344,31353,train,8,3,16,29
2961983,31354,train,23,4,12,14
1873565,31356,train,29,5,18,6
1197316,31357,train,7,0,23,30
2054516,31360,train,4,2,19,30
482882,31362,train,31,1,8,15
350340,31364,train,28,6,11,14
2676295,31367,train,19,0,16,7
987896,31369,train,15,0,10,30
3292938,31371,train,14,3,8,30
1059077,31372,train,45,0,8,6
2176334,31373,train,9,0,13,30
1134447,31374,train,9,0,16,22
683167,31375,train,25,4,21,9
796783,31377,train,8,6,16,28
2872061,31379,train,33,3,9,10
2398953,31380,train,5,6,8,7
3321373,31382,train,28,1,19,8
1249895,31383,train,45,2,15,8
3325577,31384,train,33,1,12,0
2416963,31385,train,8,0,11,30
2791995,31386,train,7,0,15,30
946847,31387,train,4,3,11,16
3396378,31389,train,20,4,7,22
2670865,31390,train,7,2,14,16
554103,31391,train,37,4,6,4
929359,31394,train,9,3,17,30
1640774,31395,train,4,5,14,5
1316271,31396,train,60,5,7,12
3263116,31398,train,4,0,17,21
3204421,31399,train,44,5,16,3
1781642,31402,train,10,6,19,3
3200153,31404,train,5,4,13,30
2232534,31408,train,43,4,12,10
944213,31409,train,23,0,13,6
1583741,31410,train,17,0,19,22
1773302,31411,train,4,5,12,14
3208995,31413,train,5,5,10,30
2032297,31415,train,4,4,16,6
3167048,31418,train,9,0,18,19
2237275,31420,train,4,0,14,24
1478705,31424,train,4,4,17,14
3347611,31425,train,16,1,10,15
525332,31428,train,20,2,16,18
2977266,31429,train,13,0,15,3
329430,31432,train,18,4,16,16
2213574,31433,train,29,0,16,30
1081315,31434,train,4,5,17,30
3227127,31436,train,40,5,9,15
3329647,31438,train,7,2,16,6
2101176,31439,train,13,0,11,4
501869,31441,train,17,1,12,30
58696,31442,train,14,4,22,30
2520869,31443,train,46,5,19,26
1306511,31444,train,34,0,17,12
2050945,31445,train,10,1,13,12
866086,31446,train,48,6,13,28
1063433,31447,train,7,6,14,11
1943955,31450,train,14,0,15,30
299280,31451,train,23,1,16,6
3108036,31452,train,7,0,13,30
2389239,31453,train,4,1,18,9
1114569,31454,train,4,0,16,12
1572430,31455,train,6,3,8,22
2042882,31457,train,13,1,10,13
450199,31458,train,15,1,15,7
179033,31460,train,5,4,13,23
397627,31462,train,4,0,11,30
1727025,31464,train,4,2,19,6
3201509,31465,train,64,6,10,3
2353265,31466,train,28,4,13,8
5619,31467,train,12,3,15,9
1355412,31469,train,20,5,8,30
503206,31470,train,11,0,11,8
1214091,31471,train,9,0,20,9
429915,31472,train,7,3,16,15
804356,31473,train,41,6,6,3
1845396,31474,train,14,3,15,30
3174418,31479,train,10,3,15,16
2402561,31482,train,7,0,16,5
3315963,31484,train,51,4,16,9
2351755,31485,train,12,3,19,20
3005588,31486,train,23,0,17,14
301895,31487,train,37,2,10,2
3081991,31489,train,6,0,15,7
541704,31490,train,23,4,11,1
887627,31492,train,15,0,14,6
1977919,31494,train,4,0,11,30
149851,31495,train,8,1,19,8
944987,31496,train,19,6,10,17
155461,31497,train,7,4,11,30
960679,31498,train,6,1,20,29
3032229,31500,train,12,0,15,30
3030724,31501,train,10,2,19,8
2710260,31502,train,10,0,15,7
3385984,31504,train,4,2,16,12
1881327,31505,train,28,6,18,8
2460294,31507,train,5,5,15,21
1821379,31508,train,57,4,0,6
1642122,31513,train,9,3,19,13
850069,31514,train,7,2,18,30
264917,31515,train,18,3,17,25
757565,31517,train,16,1,13,11
1061501,31518,train,39,1,22,6
1938286,31521,train,7,0,13,16
3007246,31522,train,8,5,12,30
1491942,31524,train,20,2,13,12
2839039,31525,train,8,6,21,7
3419408,31527,train,21,3,20,20
820650,31530,train,9,0,15,10
2886954,31533,train,4,4,15,30
2713496,31534,train,39,1,17,14
3335831,31536,train,4,5,15,30
2080620,31537,train,6,5,9,30
95948,31539,train,19,6,14,1
2699330,31541,train,9,3,13,8
1643881,31543,train,4,6,16,10
1710500,31544,train,8,0,17,30
1543348,31546,train,13,0,18,3
959931,31547,train,5,0,14,30
939849,31548,train,10,0,12,7
58452,31549,train,49,0,23,3
1193910,31550,train,73,2,13,1
2469125,31552,train,100,1,16,11
2961567,31554,train,30,0,8,8
861977,31556,train,12,3,7,23
2807747,31557,train,9,0,15,4
1331050,31558,train,5,4,17,30
2755939,31560,train,16,0,13,3
2817591,31563,train,25,6,9,14
2843497,31564,train,9,5,9,30
2188263,31565,train,13,3,22,20
1989636,31568,train,8,0,15,30
258578,31569,train,29,5,12,30
3404469,31571,train,27,4,8,8
1198609,31572,train,5,0,18,30
664279,31574,train,6,5,15,15
2821992,31575,train,4,1,16,6
542679,31576,train,6,0,10,23
1960952,31577,train,6,6,18,11
2262274,31580,train,6,3,15,17
775299,31581,train,16,3,9,9
1358611,31583,train,19,5,11,17
3309170,31584,train,24,3,8,30
2270674,31585,train,14,4,0,5
137259,31586,train,8,3,6,30
934042,31587,train,7,1,8,30
1065358,31589,train,27,6,7,29
1136779,31591,train,5,6,16,14
599383,31592,train,4,3,11,23
938620,31593,train,10,4,14,30
2223202,31594,train,6,1,10,6
877931,31595,train,16,5,19,5
2460451,31596,train,39,5,13,7
2037556,31597,train,6,1,19,30
2286819,31601,train,8,6,22,19
2898851,31602,train,9,0,16,13
1024332,31603,train,16,6,14,20
2896741,31604,train,31,0,7,3
3252117,31606,train,100,1,10,5
798815,31609,train,28,3,9,10
37084,31610,train,5,1,15,30
1465173,31611,train,4,6,4,30
113101,31612,train,17,1,10,16
1266463,31613,train,13,4,11,12
2039984,31614,train,6,2,16,16
561876,31616,train,4,0,19,10
2543001,31618,train,4,0,14,30
3079805,31620,train,10,1,14,7
3224733,31621,train,4,2,17,30
1500151,31622,train,28,0,12,5
2525910,31623,train,18,3,11,30
706153,31624,train,18,3,17,30
798772,31625,train,9,5,15,26
3097426,31627,train,14,3,11,19
884744,31628,train,6,1,13,30
3108051,31631,train,5,5,10,30
1264885,31633,train,79,0,0,3
1171124,31634,train,15,5,13,28
1781285,31635,train,13,6,8,22
2997264,31636,train,16,4,22,30
16656,31638,train,4,4,12,30
1552810,31639,train,7,5,12,7
1691747,31640,train,53,0,9,7
2909621,31641,train,8,5,11,5
1947937,31642,train,16,6,12,13
840069,31643,train,30,2,8,11
945100,31644,train,4,5,10,30
2051451,31645,train,28,4,17,23
2849010,31646,train,12,6,14,19
2809728,31647,train,4,1,14,15
2256965,31649,train,6,4,14,22
2557937,31650,train,13,4,16,9
539366,31651,train,6,0,11,30
1777885,31652,train,4,1,14,30
2807690,31654,train,14,6,13,30
2820116,31655,train,11,4,18,9
3397370,31656,train,16,0,11,9
1165579,31657,train,5,5,19,30
2988047,31658,train,21,0,16,11
1150639,31659,train,26,6,22,3
1104014,31660,train,10,4,21,18
145583,31663,train,36,1,12,7
2904789,31664,train,11,5,7,4
2363591,31665,train,5,3,2,17
3371046,31666,train,4,6,10,25
1580857,31668,train,7,3,10,28
2856941,31669,train,44,2,9,30
2295027,31671,train,12,0,17,7
750907,31672,train,10,0,17,30
547640,31673,train,4,1,13,21
891971,31674,train,100,4,10,9
553882,31675,train,8,4,10,30
487034,31676,train,6,0,9,8
1461707,31677,train,32,0,14,3
983917,31679,train,11,0,15,5
2837464,31680,train,4,1,12,30
3113711,31681,train,13,4,19,2
1871234,31682,train,6,3,0,6
1097628,31683,train,33,0,19,12
633926,31684,train,26,6,13,13
2437113,31685,train,6,1,14,23
12768,31690,train,30,1,20,6
444675,31691,train,12,4,16,30
264277,31692,train,6,0,12,30
2011897,31694,train,4,0,20,13
1830116,31695,train,7,6,18,30
2071957,31696,train,15,0,10,21
2100121,31698,train,5,4,12,9
1795827,31700,train,18,3,13,10
1767700,31703,train,16,4,20,30
2851486,31706,train,67,0,15,6
1567005,31708,train,10,1,16,7
774356,31710,train,21,0,22,1
95618,31712,train,7,3,11,30
546179,31715,train,12,3,18,17
2493472,31716,train,24,2,11,11
